timestamp,mood,entry,ai_response,sentiment
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful for the future.,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,I'm sorry to hear that you're feeling this way. It's okay to have days where you're just going through the motions. Remember to take care of yourself and reach out for support if needed.,Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and rejuvenating afternoon.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! It's important to acknowledge and celebrate your accomplishments.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I understand how overwhelming exams and deadlines can feel. It's okay to feel anxious, but remember to take breaks and practice self-care during this busy time.",Neutral
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely be proud of your accomplishments.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's great to hear! It's always rewarding to accomplish your tasks and feel proud of yourself.,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and rejuvenating afternoon.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,It's completely normal to feel anxious about exams and deadlines. Remember to take deep breaths and break down your tasks into manageable chunks. You've got this!,Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and calming afternoon. I'm glad you were able to relax and enjoy some downtime.,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and reach out for support when needed.,Neutral
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that where you're not quite sure how you feel. Remember to take some time for yourself and reflect on your emotions.,Neutral
,Positive,I'm hopeful things will improve soon.,It's great to hear that you're feeling hopeful for the future. Stay positive!,Positive
,Positive,I feel proud of myself for completing my tasks.,That's great to hear! It's important to acknowledge and celebrate your accomplishments.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely be proud of your accomplishments.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's fantastic to hear! Keep up the great work.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's fantastic to hear! You should definitely be proud of yourself for accomplishing your tasks.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's completely normal to feel this way, but remember to take breaks and practice self-care during this stressful time.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself during times of exhaustion.,Neutral
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! It's important to recognize and celebrate your achievements.,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that. Remember to take care of yourself and reach out if you need support.,Neutral
,Negative,Why does everything feel so hard lately?,I'm sorry to hear that everything has been feeling difficult for you lately. It's okay to feel this way and it's important to take care of yourself during tough times.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's completely normal to feel that way, but remember to take deep breaths and break down your tasks into manageable chunks. You've got this!",Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel this way, but remember to take care of yourself and reach out for support if needed.",Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's okay to feel this way sometimes.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way sometimes. Remember to take deep breaths and take things one step at a time. You've got this!,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,"I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel that way at times. Remember to take deep breaths and try to break down tasks into smaller, manageable steps. You've got this!",Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and soothing afternoon. I'm glad you were able to take some time for yourself.,Positive
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear that you had a great day with your friends!,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about the upcoming exams and deadlines. It's normal to feel this way, but remember to take breaks and practice self-care during this stressful time.",Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and soothing afternoon.,Positive
,Negative,I'm feeling really overwhelmed and can't focus.,"I'm sorry to hear that you're feeling overwhelmed. It's okay to not be able to focus sometimes, take a deep breath and try to take things one step at a time.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself during tough times.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel this way, but remember to take things one step at a time and reach out for support if needed.",Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and rejuvenating afternoon.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely be proud of your accomplishments.,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and reach out for support when needed.,Neutral
